car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Nissan X-Trail 2011,Nissan,X-Trail,2014,2011,Automatic,SUV / 4x4,Diesel,2000,194000,2465000
Toyota Hiace GL 2016,Toyota,Hiace,2020,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,34560,2668000
Toyota Noah X Smart 2010,Toyota,Noah,2015,2010,Automatic,MPV,"Octane, LPG",2000,63000,2145000
Toyota Axio X 2015,Toyota,Axio,2016,2015,Automatic,Saloon,Octane,1500,77792,2088000
Toyota Rush g 2007,Toyota,Rush,2009,2007,Automatic,SUV / 4x4,Octane,1500,57650,1450000
Toyota Prado 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,17968,11020000
Toyota Noah 2004,Toyota,Noah,2007,2004,Automatic,MPV,"Petrol, CNG",1800,95000,922200
Toyota Premio F 2016,Toyota,Premio,2017,2016,Automatic,Saloon,Octane,1500,27147,3190000
Toyota Allion A 15 G Grade 2006,Toyota,Allion,2011,2006,Automatic,Saloon,"CNG, Octane",1500,69000,1386200
Toyota Corolla XE Saloon 2000,Toyota,Corolla,2003,2000,Automatic,Saloon,"CNG, Octane",1500,75000,725000
Toyota Premio F EX 2019,Toyota,Premio,2022,2019,Automatic,Saloon,Octane,1500,17000,4407998.84
Toyota Hiace 2015,Toyota,Hiace,2017,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,42344,2552000
Honda Grace 2014,Honda,Grace,2015,2014,Automatic,Saloon,Hybrid,1500,35000,2319998.84
Toyota Allion A15 2002,Toyota,Allion,2009,2002,Automatic,Saloon,"CNG, Octane",1500,55000,1293000
Toyota Noah X 2005,Toyota,Noah,2006,2005,Automatic,MPV,"CNG, Octane",2000,38125,1484800
Toyota Fielder X 2006,Toyota,Fielder,2010,2006,Automatic,Estate,"CNG, Octane",1500,55000,1218000
Toyota Fielder G 2014,Toyota,Fielder,2016,2014,Automatic,Estate,"Octane, Other fuel type",1500,63000,2030000
Toyota Noah X 2010,Toyota,Noah,2012,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,69000,2262000
Toyota Esquire 2016,Toyota,Esquire,2018,2016,Automatic,MPV,"Hybrid, Octane",1800,45214,3306000
Toyota Prado TX 1996,Toyota,Prado,2005,1996,Automatic,SUV / 4x4,"CNG, Octane",3300,85000,1566000
Honda Vezel Z Package 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,61500,1950000
Toyota Prado 2014,Toyota,Prado,2015,2014,Automatic,SUV / 4x4,"Petrol, Octane",2700,24565,8526000
Toyota Mark II 2004,Toyota,Mark II,2007,2004,Automatic,Saloon,Octane,2000,90000,1490600
Toyota Allion A15 G 2006,Toyota,Allion,2008,2006,Automatic,Saloon,"Octane, LPG",1500,65230,1560200
Honda Grace2017,Honda,Grace,2018,2017,Automatic,Saloon,"Hybrid, Octane",1500,34520,2691200
Toyota C-HR G LED 2017,Toyota,C-HR,2023,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,62370,3932400
Toyota Prado TX 2010,Toyota,Prado,2013,2010,Automatic,SUV / 4x4,Diesel,3000,15010,8700000
Toyota Allion G Plus 2014,Toyota,Allion,2019,2014,Automatic,Saloon,Octane,1500,51000,2650000
Toyota Axio 2015,Toyota,Axio,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,34550,1763200
Toyota Prius S TOURING 2016,Toyota,Prius,2019,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,54500,2992800
Honda Vezel Z Package 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,61500,1950000
Honda Vezel 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,46500,1785000
Toyota Corolla X 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,76000,1145000
"Toyota Axio ""G"" Push Start 2009",Toyota,Axio,2014,2009,Automatic,Saloon,"CNG, Octane",1500,159000,1490000
Toyota Corolla AE100 1992,Toyota,Corolla,1995,1992,Automatic,Saloon,"Petrol, CNG",1500,95000,406000
Toyota Corolla xe saloon 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,95865,632200
Toyota Axio G 2008,Toyota,Axio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,54000,1270200
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,"Hybrid, Octane",1500,28000,3050800
Toyota Noah white 2004,Toyota,Noah,2007,2004,Automatic,MPV,"CNG, Octane",2000,89000,850000
Toyota Allion . 2005,Toyota,Allion,2009,2005,Automatic,Saloon,"CNG, Octane",1500,120000,1440000
Toyota Raum 2006,Toyota,Raum,2009,2006,Automatic,Hatchback,Octane,1500,58652,1142600
Toyota Noah G- Edition 2002,Toyota,Noah,2005,2002,Automatic,MPV,"CNG, Octane",2000,78123,1299200
Toyota Alphard 2005,Toyota,Alphard,2008,2005,Automatic,MPV,Octane,2400,45000,2314200
Toyota Axio G ltd 2011,Toyota,Axio,2013,2011,Automatic,Saloon,Octane,1500,38550,1502200
Toyota Hiace Super GL 2013,Toyota,Hiace,2015,2013,Automatic,MPV,"CNG, Octane",2000,55000,2807200
Toyota Harrier 2017,Toyota,Harrier,2019,2017,Automatic,SUV / 4x4,Hybrid,2500,20000,8468000
BMW 328i . 1995,BMW,328i,2001,1995,Automatic,Saloon,"CNG, Octane",1500,89500,1130000
Toyota Belta 2006,Toyota,Belta,2008,2006,Automatic,Saloon,Oil,1300,80000,1044000
BMW 3 Series 320i 2005,BMW,3 Series,2005,2005,Automatic,Saloon,Octane,2000,46000,1930000
Toyota Sprinter SE 1997,Toyota,Sprinter,2001,1997,Automatic,Saloon,"Petrol, CNG, Octane",1500,190000,638000
Toyota Prius S 2016,Toyota,Prius,2021,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1800,26450,2610000
Toyota Prado Tx Limited. 2009,Toyota,Prado,2011,2009,Automatic,SUV / 4x4,Octane,2700,65214,6815000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,1879200
Toyota Premio FL 2012,Toyota,Premio,2017,2012,Automatic,Saloon,"CNG, Octane",1500,72421,2378000
Toyota Probox DX 2003,Toyota,Probox,2005,2003,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,672800
Toyota Allion A 15 G Package 2006,Toyota,Allion,2008,2006,Automatic,Saloon,"Octane, LPG",1500,78114,1465000
Honda Vezel S 2015,Honda,Vezel,2016,2015,Automatic,SUV / 4x4,Octane,1500,55647,2534600
Mitsubishi Lancer GLX 2003,Mitsubishi,Lancer,2006,2003,Automatic,Saloon,"CNG, Octane",1300,57000,719200
Toyota Corolla x 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,Octane,1500,60000,1099680
Toyota Allion A15 Push 2013,Toyota,Allion,2016,2013,Automatic,Saloon,Octane,1500,48000,2395000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"CNG, Octane",2000,94000,1264400
Toyota Noah X 2003,Toyota,Noah,2008,2003,Automatic,MPV,"Petrol, Octane, LPG",2000,78990,1158840
Toyota Allion A15 2007,Toyota,Allion,2012,2007,Automatic,Saloon,"CNG, Octane",1500,79832,1728400
Toyota Axio G 2012,Toyota,Axio,2014,2012,Automatic,Saloon,Octane,1500,40000,1699400
Toyota Corolla FIELDER 2015,Toyota,Corolla,2019,2015,Automatic,Estate,"Hybrid, Octane",1500,34333,2169200
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Estate,"CNG, Octane",1500,62300,774880
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,20800,2030000
Toyota Allion A15 G+ 2010,Toyota,Allion,2013,2010,Automatic,Saloon,"CNG, Octane",1500,62300,1989400
Toyota Noah X G Edition 2011,Toyota,Noah,2015,2011,Automatic,MPV,"CNG, Octane",2000,56230,2372200
Toyota Sienta 2011,Toyota,Sienta,2014,2011,Automatic,Estate,Octane,1500,41000,1461600
Mitsubishi Pajero Nativa 2003,Mitsubishi,Pajero,2006,2003,Automatic,SUV / 4x4,Octane,2972,90000,1618200
Toyota Corona 1994,Toyota,Corona,1996,1994,Automatic,Saloon,"CNG, Octane",1500,95000,458200
Toyota Allion A15 2007,Toyota,Allion,2012,2007,Automatic,Saloon,"CNG, Octane",1500,76585,1571800
Hyundai Tucson 2011,Hyundai,Tucson,2013,2011,Automatic,SUV / 4x4,Octane,2000,55000,2146000
Nissan Sunny 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"Octane, CNG",1300,60000,690200
Honda Civic SUNROOF ? +1500CC. 1997,Honda,Civic,1998,1997,Automatic,Saloon,"CNG, Octane",1500,83000,585000
Nissan X-Trail 2004,Nissan,X-Trail,2006,2004,Automatic,SUV / 4x4,Octane,2000,62000,1502200
Toyota Premio F 2005,Toyota,Premio,2009,2005,Automatic,Saloon,"CNG, Octane",1500,78000,1432600
Toyota ist G 2004,Toyota,ist,2007,2004,Automatic,Saloon,"CNG, Octane",1331,63422,910600
Toyota Corolla 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,"CNG, Octane",1500,68000,1119400
Toyota Yaris E 2014,Toyota,Yaris,2016,2014,Automatic,Saloon,Octane,1300,33000,1600800
Toyota Noah KR42 2006,Toyota,Noah,2008,2006,Automatic,MPV,"CNG, Octane",1800,81000,1316600
Toyota Premio F EX 2014,Toyota,Premio,2018,2014,Automatic,Saloon,"Petrol, Octane",1500,32131,2644800
Toyota Sienta 7 SEAT 2004,Toyota,Sienta,2008,2004,Automatic,MPV,"CNG, Octane",1500,73000,916400
Mazda Axela 2009,Mazda,Axela,2012,2009,Automatic,Estate,Octane,1500,68452,1200600
Mitsubishi Galant 2005,Mitsubishi,Galant,2005,2005,Automatic,Saloon,"CNG, Octane",2500,99000,638000
Toyota Premio Ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,56000,3944000
Toyota C-HR G 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,Hybrid,1800,48000,3654000
Toyota RAV4 RAV 4 2005,Toyota,RAV4,2007,2005,Automatic,Saloon,Octane,1800,76200,1815400
Toyota Harrier 2016,Toyota,Harrier,2018,2016,Automatic,Estate,Hybrid,2500,80000,7076000
Toyota Premio F EX 2016,Toyota,Premio,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,6806,3694600
Toyota Noah Esqure Hybrid 2014,Toyota,Noah,2017,2014,Automatic,MPV,"Hybrid, Octane",1800,48000,2650000
Toyota Corolla 110 XE Saloon 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1500,117328,638000
Toyota Allion G 2004,Toyota,Allion,2007,2004,Automatic,Saloon,"CNG, Octane",1500,85000,1154200
SsangYong 2015,SsangYong,SsangYong,2017,2015,Automatic,SUV / 4x4,Diesel,2000,32122,3480000
Honda Grace 2015,Honda,Grace,2019,2015,Automatic,Saloon,"Hybrid, Octane",1500,38000,2320000
Honda Grace2017,Honda,Grace,2018,2017,Automatic,Saloon,"Hybrid, Octane",1500,23000,2842000
Toyota Noah Townace Limo 1998,Toyota,Noah,2000,1998,Automatic,MPV,"Petrol, CNG, Octane",2000,80000,810840
Toyota Axio X 2015,Toyota,Axio,2016,2015,Automatic,Saloon,Octane,1500,63932,2053200
Toyota Wish 7 Sitter (Sunroof) 2011,Toyota,Wish,2018,2011,Automatic,Estate,Octane,1800,65000,2330000
Hyundai Accent 2012,Hyundai,Accent,2014,2012,Automatic,Saloon,Octane,1500,35850,1450000
Toyota Allion G 2011,Toyota,Allion,2015,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,66565,2088000
Toyota Axio 2015,Toyota,Axio,2017,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1763200
Toyota Corolla saloon 2006,Toyota,Corolla,2010,2006,Automatic,Saloon,"CNG, Octane",1500,45000,1287600
Honda Grace 2015,Honda,Grace,2016,2015,Automatic,Saloon,"Hybrid, Octane",1500,49000,2308400
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,36550,4002000
Toyota Noah ESQUIRE GI 2016,Toyota,Noah,2018,2016,Automatic,MPV,Hybrid,1800,77000,3770000
Toyota Harrier 2017,Toyota,Harrier,2020,2017,Automatic,SUV / 4x4,Hybrid,2500,33000,8410000
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,Convertible,Octane,1500,67000,5417200
Toyota Axio 2007,Toyota,Axio,2011,2007,Automatic,Saloon,"CNG, Octane",1500,99000,1334000
Toyota Noah GL 2003,Toyota,Noah,2007,2003,Automatic,MPV,"CNG, Octane",1800,65000,1102000
Toyota Fielder WXB 2015,Toyota,Fielder,2018,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35420,2204000
Toyota Corolla X 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"CNG, Octane",1500,90000,1170000
Nissan X-Trail 2016,Nissan,X-Trail,2017,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,35650,4002000
Mitsubishi Pajero 1998,Mitsubishi,Pajero,2002,1998,Manual,SUV / 4x4,CNG,2350,750000,1113600
Toyota Fielder X 2011,Toyota,Fielder,2013,2011,Automatic,Estate,"Octane, LPG",1500,58250,1390840
Toyota Corolla 111 1996,Toyota,Corolla,1997,1996,Automatic,Saloon,"CNG, Octane",1331,40000,423400
Toyota Corolla BUY& DRIVE CONDITION 2006,Toyota,Corolla,2008,2006,Automatic,Saloon,"CNG, Octane",1500,75000,1295000
Toyota Hiace 2015,Toyota,Hiace,2016,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,34567,2549680
Toyota Premio F 2008,Toyota,Premio,2010,2008,Automatic,Saloon,Octane,1500,67000,1925600
Toyota Fielder 2016,Toyota,Fielder,2018,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560,1879200
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Diesel, Petrol",2000,43634,2668000
Kia Sportage 2012,Kia,Sportage,2013,2012,Automatic,SUV / 4x4,Octane,2000,60622,2227200
Toyota Auris 2014,Toyota,Auris,2016,2014,Automatic,Saloon,Octane,1500,61000,1914000
Toyota Hiace Super GL 2011,Toyota,Hiace,2014,2011,Automatic,MPV,"CNG, Octane",2000,79831,2476600
Toyota Allion 2004,Toyota,Allion,2006,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500,1310800
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,48000,3596000
Honda CR-V 1997,Honda,CR-V,2000,1997,Automatic,SUV / 4x4,"CNG, Octane",2000,75000,870000
Toyota X-Corolla 2004,Toyota,Corolla,2007,2004,Automatic,Saloon,"CNG, Octane",1500,99000,1148400
Nissan X-Trail 2018,Nissan,X-Trail,2020,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,21817,4988000
Nissan Bluebird Sylphy & Octane 2014,Nissan,Bluebird,2015,2014,Automatic,Saloon,"Petrol, Octane",1600,57542,1960000
Toyota Allion 2004,Toyota,Allion,2010,2004,Automatic,Saloon,"CNG, Octane",1500,130000,1350000
Toyota Rush SUV 2008,Toyota,Rush,2010,2008,Automatic,SUV / 4x4,"CNG, Octane",1500,65300,1212200
Toyota Rush 2007,Toyota,Rush,2009,2007,Automatic,Hatchback,"Petrol, Octane",1500,90000,1368800
Toyota Starlet Soleil ep82 1995,Toyota,Starlet,1998,1995,Automatic,Hatchback,"CNG, Octane",1331,125855,400200
Toyota Premio G Superior 2011,Toyota,Premio,2013,2011,Automatic,Saloon,Octane,1500,62000,2041600
Toyota Probox Dx 2010,Toyota,Probox,2013,2010,Automatic,Estate,"CNG, Octane",1500,71000,986000
Range Rover 2017,Range Rover,CityRover,2018,2017,Automatic,SUV / 4x4,"Petrol, Octane",2000,90000,8816000
Toyota C-HR G 2017,Toyota,C-HR,2018,2017,Automatic,SUV / 4x4,Hybrid,1500,55000,3712000
Toyota Allion G 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Octane,1500,14568,3166800
Toyota Corolla X 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,55000,1185000
Kia Sportage 2012,Kia,Sportage,2012,2012,Automatic,SUV / 4x4,"Octane, CNG",2000,25832,2378000
Toyota TownAce Ambulance 2015,Toyota,TownAce,2016,2015,Automatic,MPV,"Petrol, Octane",1500,27420,1078800
Toyota Corolla 100 Lx limited 1991,Toyota,Corolla,1992,1991,Automatic,Saloon,"CNG, Octane",1500,135000,423400
Toyota Allion A15 2010,Toyota,Allion,2015,2010,Automatic,Saloon,"CNG, Octane",1500,82000,1879200
Toyota Allion A15 2014,Toyota,Allion,2016,2014,Automatic,Saloon,Octane,1500,48452,2430200
Toyota Fielder 2014,Toyota,Fielder,2018,2014,Automatic,Estate,"Hybrid, Octane",1500,109000,2030000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
Toyota Allion G 2009,Toyota,Allion,2014,2009,Automatic,Saloon,"CNG, Octane",1500,59280,1885000
Toyota Land Cruiser PRADO TX 2005,Toyota,Land Cruiser,2008,2005,Automatic,SUV / 4x4,Octane,1500,65314,4050000
Toyota Axio Fielder 2013,Toyota,Axio,2018,2013,Automatic,Estate,"Hybrid, Octane",1500,86215,1705200
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,131000,2122794.2
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,Hybrid,1500,50000,1914000
Toyota Allion A15 G+ 2010,Toyota,Allion,2014,2010,Automatic,Saloon,"CNG, Octane",1500,55060,2024200
Toyota Noah X 2003,Toyota,Noah,2005,2003,Automatic,MPV,"CNG, Octane",2000,116000,1119400
Toyota Hiace super fresh 2001,Toyota,Hiace,2004,2001,Automatic,MPV,Diesel,2000,74452,922200
BMW 7 Series 740Li LONG WHEELBASE 2005,BMW,7 Series,2006,2005,Automatic,Saloon,Octane,3000,72000,3490000
Toyota Premio F-EX 2013,Toyota,Premio,2018,2013,Automatic,Saloon,"CNG, Octane",1500,43200,2494000
Nissan X-Trail 2017,Nissan,X-Trail,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,58500,4964800
Toyota Fielder 2009,Toyota,Fielder,2016,2009,Automatic,Saloon,"CNG, Octane",1500,69000,1061400
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,"Hybrid, Octane",1500,32463,2981200
Toyota Corolla X-SILVER EDITION. 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,75000,1165000
Toyota Premio Fl 2018,Toyota,Premio,2021,2018,Automatic,Saloon,Octane,1500,25000,3978800
Toyota Premio EX 2010,Toyota,Premio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,53000,2169200
Toyota Noah SI 2016,Toyota,Noah,2018,2016,Automatic,MPV,Petrol,2000,55000,3920800
Mitsubishi l200 1998,Mitsubishi,l200,2001,1998,Manual,MPV,Diesel,2500,100000,672800
Mitsubishi GLX 2006,Mitsubishi,GLX,2008,2006,Automatic,Saloon,Octane,1500,64000,870000
Toyota Premio 2010,Toyota,Premio,2013,2010,Automatic,Saloon,Octane,1500,72100,2267800
Toyota Fielder 2015,Toyota,Fielder,2019,2015,Automatic,Saloon,"Hybrid, Octane, LPG",1500,24987,2262000
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2500,39157,6148000
Toyota Axio G- Edition 2012,Toyota,Axio,2013,2012,Automatic,Saloon,Octane,1500,58278,1595000
Suzuki Swift Trim 2011,Suzuki,Swift,2014,2011,Manual,Saloon,Octane,1300,50000,765600
Toyota Premio F Ex 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,6000,4338400
Hyundai Accent 2012,Hyundai,Accent,2014,2012,Automatic,Saloon,Octane,1400,37000,1484800
Toyota Corolla 1990,Toyota,Corolla,1994,1990,Manual,Saloon,"Petrol, CNG, Octane",1300,86000,226200
Toyota Corolla X 2006,Toyota,Corolla,2008,2006,Automatic,Saloon,"Petrol, CNG",1500,72000,1252800
Toyota Allion A 15 2005,Toyota,Allion,2009,2005,Automatic,Saloon,"CNG, Octane",1500,75000,1345600
Toyota Probox 2004,Toyota,Probox,2007,2004,Automatic,Saloon,"Octane, LPG",1500,96000,614800
Toyota Noah X 2011,Toyota,Noah,2013,2011,Automatic,MPV,"CNG, Octane",2000,94585,2279400
Toyota Corolla x 2005,Toyota,Corolla,2007,2005,Automatic,Saloon,"CNG, Octane",1500,84000,1247000
Toyota Harrier 2015,Toyota,Harrier,2017,2015,Automatic,SUV / 4x4,Octane,2000,21000,6484400
Toyota Corolla 2003,Toyota,Corolla,2010,2008,Automatic,Saloon,"CNG, Octane",1500,49560,1020800
Toyota Allion white 2004,Toyota,Allion,2009,2004,Automatic,Saloon,"CNG, Octane",1500,86000,1290000
Toyota Noah X 2012,Toyota,Noah,2014,2012,Automatic,MPV,"Petrol, CNG, Octane",2000,77000,2633200
Tata Indigo Ecs 2013,Tata,Indigo Ecs,2015,2013,Manual,Saloon,Diesel,1500,87521,522000
Lexus NX 300H 2015,Lexus,NX,2017,2015,Automatic,SUV / 4x4,"Hybrid, Octane",2500,35120,8874000
Toyota Allion G 2017,Toyota,Allion,2018,2017,Automatic,Saloon,Octane,1500,47412,3630800
Toyota Premio FL 2014,Toyota,Premio,2018,2014,Automatic,Saloon,"CNG, Octane",1500,57842,2354800
Tata Indigo Ecs 2013,Tata,Indigo Ecs,2015,2013,Manual,Saloon,Diesel,1500,87523,522000
Toyota Axio 2012,Toyota,Axio,2013,2012,Automatic,Saloon,Octane,1331,43212,1693600
BMW 7 Series Over Fresh 2022,BMW,7 Series,2023,2022,Automatic,Saloon,"Petrol, Octane",3000,31000,23500000
Toyota RAV4 G 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,Octane,2362,54000,1914000
Toyota Axio X 2009,Toyota,Axio,2012,2009,Automatic,Saloon,"CNG, Octane",1500,78000,1390840
Toyota Allion G package Octane 2014,Toyota,Allion,2017,2014,Automatic,Saloon,Octane,1500,39000,2670000
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,SUV / 4x4,Hybrid,2000,30000,4547200
Toyota Corona Premio 1997,Toyota,Corona,2004,1997,Automatic,Saloon,"CNG, Octane",1600,95000,568400
Toyota Starlet r 1995,Toyota,Starlet,1999,1995,Automatic,Hatchback,Octane,1500,143220,522000
Maruti Suzuki Alto 2002,Maruti Suzuki,Alto 800,2004,2002,Manual,Hatchback,Octane,800,57000,208800
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,31457,3364000
Toyota Premio G-Superior 2013,Toyota,Premio,2014,2013,Automatic,Saloon,Octane,1500,45534,2656400
Toyota TownAce Ambulance 2012,Toyota,TownAce,2018,2012,Automatic,MPV,"Petrol, Octane",1500,215000,870000
Honda Vezel 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,Octane,1500,54500,2290000
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,35640,3306000
Honda Vezel z 2014,Honda,Vezel,2015,2014,Automatic,Saloon,Octane,1500,35765,2447600
Toyota Premio F EX 2017,Toyota,Premio,2019,2017,Automatic,Saloon,"Petrol, Octane",1500,66100,3851200
Toyota Kluger 2002,Toyota,Kluger,2004,2002,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2400,62000,1682000
Toyota Corolla AE-100 LX Limited 1995,Toyota,Corolla,1999,1995,Automatic,Saloon,"CNG, Octane",1500,85000,498800
Toyota Corsa S 1995,Toyota,Corsa,2001,1995,Automatic,Saloon,"CNG, Octane",1331,120000,382800
Mitsubishi Pajero 1992,Mitsubishi,Pajero,1994,1992,Manual,SUV / 4x4,Diesel,2500,75000,644443.8
Toyota Hiace 2015,Toyota,Hiace,2017,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,45677,2550840
Toyota Premio 2017,Toyota,Premio,2019,2017,Automatic,Saloon,"Hybrid, Octane",1500,44000,3654000
Toyota Premio F EX 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,34314,3275000
Toyota Hiace 2017,Toyota,Hiace,2019,2017,Automatic,MPV,Petrol,2000,65000,4036800
Honda Vezel 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,45100,2204000
BMW 5 Series 2009,BMW,5 Series,2012,2009,Automatic,Saloon,Diesel,2000,38000,3190000
Honda Civic 2017,Honda,Civic,2019,2017,Automatic,Saloon,Octane,1500,17000,3706200
Toyota Kluger 2004,Toyota,Kluger,2009,2004,Automatic,SUV / 4x4,"CNG, Octane",2400,88000,1885000
Nissan X-Trail 2014,Nissan,X-Trail,2015,2014,Automatic,SUV / 4x4,"Octane, Other fuel type",2000,102000,4408000
Toyota Allion A15 2002,Toyota,Allion,2007,2002,Automatic,Saloon,"CNG, Octane",1500,115221,1102000
Honda Civic Sunroof 2017,Honda,Civic,2017,2017,Automatic,Saloon,Octane,1500,35381,3450000
Toyota Noah 2003,Toyota,Noah,2006,2003,Automatic,MPV,"Petrol, CNG",1800,98000,754000
Toyota Aqua 2015,Toyota,Aqua,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,32420,1566000
Toyota Rush 2006,Toyota,Rush,2010,2006,Automatic,Hatchback,"CNG, Octane",1500,79000,1200600
Toyota Fielder X 2016,Toyota,Fielder,2018,2016,Automatic,Estate,"Petrol, Hybrid, Octane",1500,36520,1972000
Honda Grace 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,34450,1914000
Toyota Allion G 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,14500,3538000
Toyota Crown 2003,Toyota,Crown,2007,2003,Automatic,Saloon,"CNG, Octane",1984,62300,1212200
Toyota Prado 2003,Toyota,Prado,2005,2003,Automatic,SUV / 4x4,"Petrol, Octane",2700,56980,3422000
Toyota Noah X 2006,Toyota,Noah,2012,2006,Automatic,MPV,"CNG, Octane",2000,97545,1595000
Toyota Succeed . 2004,Toyota,Succeed,2008,2004,Automatic,Estate,"CNG, Octane",1500,155000,680000
Mitsubishi Noah 1996,Mitsubishi,Noah,2001,1996,Manual,MPV,Diesel,2000,100000,232000
Honda Vezel S 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Petrol, Octane",1500,22908,2610000
Toyota Noah kR42 2004,Toyota,Noah,2008,2004,Automatic,MPV,"Petrol, CNG",1800,2004,580000
Toyota RAV4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,86000,1844400
BMW model 2003,BMW,525I,2003,2003,Automatic,Saloon,Octane,2494,54786,2500000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,130000,1160000
Honda Civic EX FC1 2018,Honda,Civic,2022,2018,Automatic,Saloon,Octane,1500,49000,4000000
Toyota Axio X 2009,Toyota,Axio,2015,2009,Automatic,Saloon,"CNG, Octane",1500,70000,1334000
Toyota Corolla 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,Octane,1500,118164,1055600
Honda Vezel Z 2018,Honda,Vezel,2021,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1500,33142,3770000
